Time (ms),Value,AccX,AccY,AccZ,gX,gY,gZ,Pitch,Roll
17671,-2,-0.23,-0.86,-0.45,-2.26,-8.38,-4.42,-56.90,10.71
17689,-1,-0.21,-0.84,-0.45,-2.08,-8.25,-4.37,-56.92,10.72
17708,-1,-0.20,-0.84,-0.45,-1.98,-8.27,-4.36,-56.94,10.74
17726,1,-0.21,-0.84,-0.45,-2.08,-8.25,-4.42,-56.98,10.75
17744,4,-0.22,-0.85,-0.45,-2.14,-8.31,-4.46,-57.02,10.76
17763,4,-0.22,-0.86,-0.46,-2.16,-8.39,-4.51,-57.06,10.78
17781,0,-0.21,-0.85,-0.47,-2.05,-8.38,-4.57,-57.07,10.77
17800,-2,-0.21,-0.84,-0.46,-2.03,-8.28,-4.49,-57.09,10.77
17818,-3,-0.21,-0.85,-0.46,-2.09,-8.30,-4.50,-57.11,10.77
17837,-3,-0.22,-0.84,-0.45,-2.12,-8.27,-4.45,-57.13,10.78
17855,-2,-0.22,-0.85,-0.46,-2.17,-8.32,-4.53,-57.16,10.80
17873,0,-0.21,-0.85,-0.47,-2.07,-8.35,-4.59,-57.15,10.79
17892,2,-0.20,-0.84,-0.46,-1.96,-8.26,-4.51,-57.14,10.77
17910,3,-0.22,-0.85,-0.46,-2.15,-8.31,-4.50,-57.14,10.78
17929,3,-0.23,-0.84,-0.45,-2.24,-8.26,-4.43,-57.15,10.81
17947,1,-0.22,-0.85,-0.47,-2.17,-8.35,-4.60,-57.16,10.81
17966,0,-0.21,-0.85,-0.47,-2.05,-8.34,-4.61,-57.15,10.80
17984,-4,-0.20,-0.85,-0.46,-1.98,-8.31,-4.53,-57.13,10.79
18002,-3,-0.21,-0.84,-0.45,-2.04,-8.22,-4.44,-57.13,10.78
18021,-1,-0.21,-0.84,-0.45,-2.04,-8.25,-4.36,-57.16,10.76
18039,0,-0.22,-0.85,-0.46,-2.13,-8.31,-4.52,-57.18,10.74
18058,1,-0.22,-0.86,-0.47,-2.12,-8.41,-4.56,-57.21,10.74
18076,2,-0.21,-0.85,-0.47,-2.10,-8.37,-4.60,-57.23,10.76
18095,2,-0.22,-0.85,-0.47,-2.12,-8.34,-4.64,-57.21,10.78
18113,2,-0.21,-0.84,-0.46,-2.04,-8.25,-4.47,-57.20,10.78
18131,0,-0.21,-0.84,-0.46,-2.09,-8.26,-4.48,-57.21,10.80
18150,-3,-0.22,-0.85,-0.45,-2.13,-8.34,-4.39,-57.24,10.81
18168,-4,-0.20,-0.85,-0.46,-1.98,-8.37,-4.51,-57.27,10.79
18187,-2,-0.21,-0.85,-0.47,-2.07,-8.32,-4.63,-57.28,10.79
18205,0,-0.22,-0.85,-0.46,-2.11,-8.29,-4.56,-57.28,10.80
18224,0,-0.22,-0.84,-0.46,-2.15,-8.25,-4.51,-57.29,10.82
18242,3,-0.21,-0.85,-0.47,-2.09,-8.29,-4.57,-57.30,10.81
18260,4,-0.20,-0.85,-0.47,-1.98,-8.29,-4.62,-57.30,10.81
18279,2,-0.24,-0.87,-0.49,-2.37,-8.53,-4.81,-57.26,10.86
18297,0,-0.26,-0.89,-0.51,-2.57,-8.74,-5.03,-57.07,10.85
18316,-2,-0.23,-0.84,-0.46,-2.25,-8.27,-4.55,-56.85,10.85
18334,-4,-0.20,-0.83,-0.44,-2.00,-8.09,-4.36,-56.70,10.94
18353,-2,-0.19,-0.83,-0.41,-1.89,-8.16,-4.01,-56.65,11.00
18371,0,-0.17,-0.82,-0.40,-1.71,-8.06,-3.91,-56.70,10.96
18390,0,-0.17,-0.83,-0.40,-1.62,-8.09,-3.91,-56.87,10.89
18408,3,-0.17,-0.85,-0.47,-1.66,-8.37,-4.65,-57.02,10.81
18426,3,-0.17,-0.87,-0.50,-1.66,-8.49,-4.93,-57.08,10.72
18445,1,-0.19,-0.87,-0.49,-1.89,-8.49,-4.77,-57.08,10.68
18463,0,-0.21,-0.87,-0.47,-2.07,-8.48,-4.59,-57.06,10.67
18482,-1,-0.22,-0.85,-0.45,-2.18,-8.34,-4.45,-57.04,10.69
18500,-4,-0.22,-0.84,-0.45,-2.13,-8.28,-4.36,-57.04,10.71
18519,-3,-0.22,-0.84,-0.45,-2.18,-8.23,-4.44,-57.07,10.74
18537,-2,-0.24,-0.87,-0.48,-2.35,-8.51,-4.67,-57.05,10.80
18556,0,-0.23,-0.88,-0.49,-2.25,-8.65,-4.85,-56.96,10.90
18574,1,-0.24,-0.90,-0.47,-2.33,-8.79,-4.60,-56.83,11.01
18592,4,-0.22,-0.88,-0.44,-2.16,-8.59,-4.28,-56.79,11.15
18611,4,-0.16,-0.87,-0.47,-1.56,-8.49,-4.62,-56.73,11.19
18629,1,-0.20,-0.88,-0.47,-1.93,-8.58,-4.62,-56.61,11.23
18648,0,-0.22,-0.89,-0.45,-2.18,-8.68,-4.44,-56.50,11.29
18666,-4,-0.22,-0.88,-0.43,-2.20,-8.66,-4.21,-56.43,11.39
18684,-4,-0.22,-0.90,-0.43,-2.19,-8.79,-4.21,-56.43,11.46
18704,-1,-0.19,-0.91,-0.44,-1.89,-8.96,-4.34,-56.45,11.47
18722,0,-0.18,-0.93,-0.46,-1.79,-9.08,-4.51,-56.51,11.45
18741,2,-0.20,-0.96,-0.50,-1.93,-9.36,-4.85,-56.57,11.42
18759,3,-0.20,-1.01,-0.57,-1.93,-9.87,-5.63,-56.47,11.33
18778,1,-0.18,-1.02,-0.61,-1.77,-9.98,-6.01,-56.15,11.15
18796,0,-0.20,-1.04,-0.63,-1.97,-10.19,-6.21,-55.68,11.16
18814,-2,-0.24,-1.00,-0.56,-2.33,-9.76,-5.45,-55.04,11.16
18833,-2,-0.25,-0.92,-0.40,-2.49,-9.03,-3.91,-54.41,11.22
18851,-4,-0.25,-0.91,-0.35,-2.41,-8.90,-3.42,-53.96,11.26
18870,-3,-0.24,-0.93,-0.38,-2.36,-9.15,-3.71,-53.51,11.32
18888,-1,-0.25,-0.97,-0.46,-2.49,-9.53,-4.55,-52.95,11.40
18907,0,-0.18,-0.98,-0.47,-1.79,-9.60,-4.58,-52.13,11.49
18925,4,-0.19,-0.85,-0.38,-1.89,-8.35,-3.70,-51.23,11.56
18944,5,-0.18,-0.81,-0.24,-1.77,-7.90,-2.36,-50.53,11.58
18962,4,-0.19,-0.80,-0.22,-1.89,-7.87,-2.11,-50.14,11.56
18980,2,-0.20,-0.84,-0.25,-1.92,-8.19,-2.49,-49.88,11.51
18999,-4,-0.22,-0.94,-0.37,-2.16,-9.21,-3.58,-49.48,11.44
19017,-6,-0.17,-0.91,-0.38,-1.71,-8.95,-3.74,-48.84,11.23
19036,-3,-0.11,-0.85,-0.26,-1.09,-8.32,-2.56,-48.15,10.97
19054,0,-0.07,-0.78,-0.15,-0.72,-7.67,-1.43,-47.82,10.82
19073,5,-0.05,-0.79,-0.12,-0.53,-7.72,-1.16,-47.77,10.65
19091,9,-0.00,-0.77,-0.16,-0.04,-7.59,-1.56,-47.90,10.30
19109,12,-0.02,-0.83,-0.18,-0.21,-8.11,-1.79,-48.07,10.02
19128,5,0.01,-0.81,-0.22,0.12,-7.98,-2.13,-48.19,9.71
19146,-2,0.07,-0.81,-0.20,0.65,-7.90,-1.98,-48.35,9.31
19165,-3,0.08,-0.77,-0.18,0.78,-7.58,-1.72,-48.55,8.91
19183,-2,0.06,-0.77,-0.14,0.59,-7.58,-1.39,-48.92,8.63
19201,-2,0.05,-0.75,-0.11,0.52,-7.32,-1.13,-49.46,8.37
19219,-2,0.06,-0.73,-0.10,0.61,-7.14,-1.00,-50.18,8.12
19237,-1,0.07,-0.72,-0.11,0.64,-7.05,-1.13,-51.02,7.92
19256,-2,0.06,-0.75,-0.14,0.60,-7.31,-1.34,-51.97,7.78
19274,-2,0.05,-0.76,-0.17,0.51,-7.48,-1.69,-52.97,7.54
19293,-3,0.04,-0.77,-0.16,0.35,-7.58,-1.59,-54.09,7.23
19310,-3,0.02,-0.78,-0.15,0.20,-7.68,-1.45,-55.24,6.94
19329,-2,0.01,-0.82,-0.18,0.07,-8.01,-1.79,-56.54,6.70
19347,-2,-0.03,-0.86,-0.25,-0.25,-8.45,-2.45,-57.67,6.49
19365,-3,-0.07,-0.91,-0.28,-0.70,-8.90,-2.73,-58.79,6.30
19384,-4,-0.11,-0.93,-0.32,-1.05,-9.16,-3.12,-59.80,6.17
19402,-5,-0.09,-0.93,-0.31,-0.93,-9.07,-3.05,-60.67,6.06
19421,-4,-0.10,-0.93,-0.27,-1.03,-9.10,-2.63,-61.64,5.93
19439,0,-0.20,-0.94,-0.30,-1.93,-9.24,-2.94,-62.55,5.96
19458,7,-0.25,-1.03,-0.39,-2.46,-10.13,-3.82,-63.38,6.05
19476,5,-0.25,-1.08,-0.43,-2.50,-10.60,-4.17,-63.98,6.11
19494,2,-0.30,-1.12,-0.40,-2.94,-10.94,-3.89,-65.03,5.96
19513,3,-0.26,-1.05,-0.47,-2.57,-10.33,-4.58,-65.95,5.81
19531,0,-0.28,-1.07,-0.50,-2.78,-10.47,-4.92,-66.79,5.90
19550,0,-0.35,-1.13,-0.58,-3.39,-11.08,-5.71,-67.50,5.88
19568,4,-0.32,-1.08,-0.57,-3.16,-10.62,-5.63,-67.81,5.95
19587,5,-0.24,-1.04,-0.58,-2.36,-10.17,-5.67,-67.76,6.06
19605,3,-0.18,-0.92,-0.48,-1.78,-8.99,-4.66,-67.56,6.19
19623,3,-0.13,-0.86,-0.44,-1.25,-8.45,-4.32,-67.40,6.24
19642,2,-0.07,-0.81,-0.40,-0.71,-7.93,-3.89,-67.33,6.16
19660,0,-0.05,-0.79,-0.40,-0.48,-7.71,-3.95,-67.35,5.97
19678,0,-0.08,-0.79,-0.46,-0.74,-7.70,-4.50,-67.39,5.93
19696,-2,-0.11,-0.83,-0.45,-1.08,-8.09,-4.44,-67.41,5.78
19715,-4,-0.13,-0.81,-0.44,-1.25,-7.96,-4.34,-67.41,5.69
19733,-2,-0.18,-0.83,-0.45,-1.72,-8.11,-4.37,-67.40,5.65
19751,-1,-0.20,-0.85,-0.41,-2.00,-8.36,-4.06,-67.30,5.68
19770,0,-0.21,-0.89,-0.46,-2.05,-8.69,-4.48,-67.27,5.66
19788,0,-0.23,-0.91,-0.46,-2.29,-8.91,-4.49,-67.23,5.68
19807,0,-0.25,-0.93,-0.51,-2.44,-9.10,-5.01,-67.13,5.74
19825,0,-0.26,-0.92,-0.50,-2.53,-9.04,-4.86,-66.92,5.84
19844,-2,-0.24,-0.91,-0.48,-2.39,-8.91,-4.73,-66.62,5.96
19862,0,-0.22,-0.87,-0.43,-2.14,-8.49,-4.26,-66.35,6.10
19880,0,-0.20,-0.87,-0.42,-2.00,-8.48,-4.07,-66.15,6.29
19899,0,-0.21,-0.84,-0.40,-2.08,-8.26,-3.89,-66.03,6.46
19917,0,-0.19,-0.83,-0.39,-1.89,-8.13,-3.85,-66.03,6.60
19935,4,-0.18,-0.86,-0.46,-1.78,-8.43,-4.48,-66.04,6.66
19953,19,-0.17,-0.87,-0.47,-1.67,-8.50,-4.64,-66.02,6.66
19972,47,-0.16,-0.87,-0.49,-1.56,-8.50,-4.84,-65.94,6.64
19990,63,-0.16,-0.86,-0.51,-1.61,-8.39,-4.98,-65.79,6.65
20008,38,-0.17,-0.84,-0.49,-1.67,-8.28,-4.78,-65.61,6.74
20027,16,-0.18,-0.85,-0.49,-1.81,-8.37,-4.80,-65.37,6.82
20045,8,-0.19,-0.84,-0.45,-1.86,-8.20,-4.40,-65.15,6.91
20064,-17,-0.18,-0.83,-0.44,-1.77,-8.14,-4.30,-64.99,6.99
20082,-49,-0.19,-0.84,-0.44,-1.82,-8.21,-4.35,-64.85,7.05
20101,-59,-0.17,-0.84,-0.46,-1.68,-8.28,-4.54,-64.72,7.06
20119,-45,-0.17,-0.85,-0.47,-1.67,-8.31,-4.59,-64.58,7.06
20137,-20,-0.17,-0.85,-0.47,-1.71,-8.38,-4.59,-64.45,7.10
20157,-3,-0.19,-0.86,-0.47,-1.81,-8.42,-4.65,-64.27,7.14
20175,-1,-0.18,-0.86,-0.47,-1.76,-8.47,-4.64,-64.10,7.19
20194,0,-0.17,-0.87,-0.47,-1.67,-8.55,-4.60,-63.91,7.23
20211,2,-0.16,-0.87,-0.46,-1.61,-8.48,-4.48,-63.74,7.26
20230,3,-0.16,-0.87,-0.47,-1.57,-8.49,-4.58,-63.54,7.28
20248,3,-0.16,-0.87,-0.47,-1.58,-8.49,-4.60,-63.33,7.30
20267,1,-0.16,-0.85,-0.46,-1.53,-8.29,-4.47,-63.13,7.33
20285,4,-0.18,-0.84,-0.44,-1.72,-8.28,-4.27,-62.96,7.37
20303,20,-0.20,-0.84,-0.43,-1.96,-8.25,-4.17,-62.83,7.43
20322,31,-0.17,-0.85,-0.44,-1.69,-8.33,-4.35,-62.76,7.40
20340,19,-0.19,-0.87,-0.44,-1.88,-8.52,-4.34,-62.71,7.42
20359,-13,-0.17,-0.87,-0.46,-1.65,-8.55,-4.52,-62.65,7.40
20377,-44,-0.18,-0.87,-0.46,-1.73,-8.53,-4.47,-62.56,7.44
20396,-35,-0.18,-0.88,-0.47,-1.77,-8.64,-4.62,-62.43,7.48
20414,-7,-0.18,-0.87,-0.44,-1.72,-8.50,-4.34,-62.32,7.53
20432,4,-0.18,-0.86,-0.44,-1.80,-8.44,-4.31,-62.24,7.59
20451,1,-0.18,-0.86,-0.45,-1.73,-8.39,-4.38,-62.15,7.59
20469,11,-0.16,-0.85,-0.46,-1.61,-8.34,-4.48,-62.05,7.60
20488,24,-0.17,-0.84,-0.43,-1.71,-8.25,-4.22,-61.97,7.65
20506,0,-0.19,-0.85,-0.41,-1.84,-8.33,-4.04,-61.97,7.68
20525,-22,-0.18,-0.86,-0.41,-1.81,-8.44,-4.02,-62.05,7.66
20543,-16,-0.18,-0.87,-0.46,-1.74,-8.54,-4.46,-62.11,7.65
20561,-11,-0.17,-0.88,-0.50,-1.63,-8.59,-4.95,-62.07,7.63
20580,-5,-0.14,-0.87,-0.50,-1.37,-8.52,-4.85,-61.95,7.61
20598,4,-0.14,-0.86,-0.47,-1.39,-8.44,-4.59,-61.81,7.60
20617,-15,-0.16,-0.85,-0.45,-1.53,-8.36,-4.37,-61.67,7.60
20635,-57,-0.14,-0.85,-0.44,-1.40,-8.37,-4.31,-61.59,7.59
20654,-20,-0.14,-0.85,-0.46,-1.34,-8.32,-4.46,-61.50,7.56
20672,62,-0.17,-0.85,-0.44,-1.69,-8.35,-4.33,-61.42,7.56
20690,72,-0.18,-0.86,-0.43,-1.81,-8.41,-4.20,-61.39,7.59
20709,43,-0.18,-0.88,-0.44,-1.76,-8.58,-4.34,-61.37,7.61
20727,2,-0.18,-0.89,-0.47,-1.77,-8.72,-4.57,-61.32,7.63
20746,-35,-0.19,-0.89,-0.47,-1.88,-8.68,-4.61,-61.22,7.67
20764,-14,-0.19,-0.87,-0.46,-1.82,-8.55,-4.51,-61.09,7.73
20783,15,-0.18,-0.85,-0.46,-1.74,-8.36,-4.51,-60.93,7.81
20801,6,-0.18,-0.84,-0.43,-1.75,-8.23,-4.22,-60.80,7.87
20819,-34,-0.17,-0.83,-0.40,-1.66,-8.10,-3.95,-60.76,7.93
20838,-64,-0.16,-0.85,-0.42,-1.56,-8.30,-4.14,-60.78,7.92
20856,-19,-0.15,-0.85,-0.44,-1.43,-8.33,-4.31,-60.83,7.87
20875,46,-0.14,-0.87,-0.44,-1.42,-8.49,-4.30,-60.90,7.81
20893,48,-0.17,-0.88,-0.45,-1.63,-8.65,-4.37,-60.97,7.78
20912,28,-0.17,-0.89,-0.47,-1.62,-8.73,-4.62,-61.04,7.78
20930,-2,-0.15,-0.88,-0.50,-1.49,-8.67,-4.91,-60.98,7.76
20948,-26,-0.16,-0.90,-0.51,-1.60,-8.79,-4.99,-60.84,7.83
20967,5,-0.19,-0.87,-0.48,-1.86,-8.54,-4.75,-60.60,7.93
20985,32,-0.18,-0.84,-0.46,-1.79,-8.20,-4.47,-60.37,7.99
21004,15,-0.18,-0.83,-0.42,-1.77,-8.12,-4.09,-60.18,8.03
21022,-46,-0.14,-0.82,-0.41,-1.38,-8.05,-4.05,-60.09,8.03
21041,-151,-0.15,-0.84,-0.41,-1.44,-8.25,-4.03,-60.08,8.04
21059,-132,-0.16,-0.87,-0.44,-1.53,-8.53,-4.33,-60.08,8.02
21078,50,-0.16,-0.86,-0.44,-1.59,-8.43,-4.29,-60.04,7.97
21096,120,-0.20,-0.88,-0.42,-1.91,-8.62,-4.15,-60.06,7.98
21114,70,-0.19,-0.90,-0.42,-1.91,-8.79,-4.12,-60.10,8.01
21133,67,-0.19,-0.89,-0.43,-1.87,-8.71,-4.24,-60.17,8.03
21151,50,-0.19,-0.88,-0.46,-1.83,-8.65,-4.52,-60.19,8.03
21170,24,-0.17,-0.86,-0.48,-1.69,-8.44,-4.74,-60.12,8.03
21188,18,-0.16,-0.83,-0.46,-1.61,-8.09,-4.55,-59.99,8.01
21207,8,-0.17,-0.81,-0.43,-1.63,-7.96,-4.20,-59.90,7.98
21225,-14,-0.16,-0.82,-0.41,-1.55,-8.06,-3.99,-59.89,7.91
21243,-82,-0.12,-0.83,-0.43,-1.17,-8.15,-4.18,-59.97,7.76
21262,-196,-0.12,-0.88,-0.47,-1.21,-8.62,-4.63,-60.03,7.67
21280,-167,-0.15,-0.88,-0.47,-1.42,-8.60,-4.56,-60.03,7.58
21299,51,-0.16,-0.88,-0.46,-1.55,-8.65,-4.54,-60.00,7.53
21317,107,-0.19,-0.89,-0.44,-1.90,-8.69,-4.32,-59.94,7.53
21336,47,-0.20,-0.89,-0.43,-1.97,-8.76,-4.19,-59.90,7.55
21354,102,-0.19,-0.89,-0.44,-1.84,-8.77,-4.29,-59.89,7.58
21372,103,-0.18,-0.89,-0.45,-1.74,-8.73,-4.40,-59.85,7.60
21392,52,-0.17,-0.87,-0.45,-1.69,-8.48,-4.40,-59.79,7.64
21409,33,-0.17,-0.86,-0.47,-1.65,-8.44,-4.62,-59.68,7.65
21428,6,-0.18,-0.85,-0.45,-1.73,-8.30,-4.37,-59.51,7.67
21446,-34,-0.20,-0.84,-0.42,-1.92,-8.28,-4.12,-59.38,7.72
21465,-135,-0.21,-0.85,-0.41,-2.04,-8.37,-3.97,-59.31,7.80
21484,-228,-0.18,-0.86,-0.39,-1.79,-8.44,-3.86,-59.32,7.79
21502,-71,-0.18,-0.87,-0.41,-1.77,-8.55,-4.02,-59.38,7.77
21521,118,-0.19,-0.87,-0.42,-1.82,-8.54,-4.11,-59.46,7.77
21539,61,-0.22,-0.89,-0.40,-2.18,-8.76,-3.90,-59.58,7.86
21558,58,-0.20,-0.90,-0.42,-1.97,-8.83,-4.09,-59.77,7.92
21576,112,-0.16,-0.88,-0.45,-1.58,-8.64,-4.45,-59.92,7.93
21595,68,-0.16,-0.88,-0.47,-1.53,-8.60,-4.65,-60.00,7.94
21613,34,-0.15,-0.85,-0.49,-1.45,-8.32,-4.76,-60.00,7.96
21632,13,-0.16,-0.84,-0.48,-1.53,-8.21,-4.68,-59.94,7.98
21650,-19,-0.18,-0.84,-0.46,-1.75,-8.20,-4.51,-59.87,8.02
21668,-81,-0.19,-0.84,-0.45,-1.88,-8.26,-4.40,-59.81,8.06
21687,-192,-0.17,-0.84,-0.45,-1.65,-8.28,-4.37,-59.76,8.05
21705,-147,-0.17,-0.85,-0.45,-1.67,-8.32,-4.36,-59.73,8.04
21724,64,-0.19,-0.85,-0.44,-1.87,-8.34,-4.26,-59.69,8.04
21742,85,-0.21,-0.86,-0.41,-2.08,-8.44,-4.00,-59.73,8.08
21761,30,-0.21,-0.89,-0.40,-2.08,-8.72,-3.96,-59.85,8.14
21779,90,-0.20,-0.89,-0.43,-1.92,-8.73,-4.26,-59.98,8.17
21797,82,-0.18,-0.89,-0.47,-1.75,-8.68,-4.63,-60.06,8.17
21816,38,-0.15,-0.88,-0.50,-1.48,-8.65,-4.90,-60.05,8.16
21834,27,-0.13,-0.85,-0.50,-1.28,-8.35,-4.85,-59.96,8.14
21853,6,-0.16,-0.84,-0.45,-1.55,-8.23,-4.45,-59.84,8.15
21871,-50,-0.18,-0.84,-0.44,-1.72,-8.20,-4.27,-59.77,8.16
21890,-172,-0.16,-0.84,-0.43,-1.58,-8.28,-4.20,-59.76,8.11
21908,-166,-0.16,-0.84,-0.43,-1.60,-8.26,-4.24,-59.78,8.03
21926,39,-0.19,-0.84,-0.44,-1.84,-8.26,-4.27,-59.82,7.99
21945,83,-0.21,-0.87,-0.42,-2.09,-8.48,-4.15,-59.89,8.01
21963,12,-0.21,-0.88,-0.44,-2.05,-8.65,-4.32,-60.00,8.04
21982,69,-0.22,-0.90,-0.45,-2.19,-8.86,-4.44,-60.10,8.11
22000,79,-0.21,-0.88,-0.48,-2.09,-8.63,-4.75,-60.12,8.20
22019,41,-0.19,-0.86,-0.50,-1.89,-8.47,-4.89,-60.03,8.28
22037,38,-0.18,-0.84,-0.49,-1.75,-8.28,-4.76,-59.89,8.36
22055,24,-0.17,-0.83,-0.47,-1.63,-8.16,-4.58,-59.73,8.44
22074,-30,-0.16,-0.83,-0.44,-1.57,-8.10,-4.36,-59.58,8.49
22092,-168,-0.15,-0.84,-0.43,-1.51,-8.20,-4.25,-59.50,8.52
22111,-193,-0.14,-0.84,-0.44,-1.42,-8.25,-4.32,-59.46,8.48
22129,20,-0.17,-0.85,-0.44,-1.67,-8.33,-4.28,-59.44,8.47
22148,91,-0.21,-0.86,-0.43,-2.10,-8.47,-4.17,-59.44,8.50
22166,7,-0.21,-0.89,-0.42,-2.10,-8.73,-4.10,-59.51,8.54
22184,61,-0.19,-0.90,-0.45,-1.91,-8.85,-4.40,-59.59,8.55
22203,90,-0.20,-0.89,-0.48,-1.92,-8.68,-4.73,-59.60,8.60
22221,52,-0.19,-0.88,-0.49,-1.90,-8.59,-4.80,-59.54,8.69
22240,49,-0.18,-0.86,-0.48,-1.80,-8.42,-4.71,-59.41,8.79
22258,36,-0.18,-0.83,-0.45,-1.78,-8.15,-4.40,-59.30,8.85
22277,-18,-0.17,-0.83,-0.42,-1.64,-8.10,-4.12,-59.24,8.88
22295,-161,-0.14,-0.83,-0.42,-1.39,-8.12,-4.12,-59.28,8.84
22313,-225,-0.13,-0.84,-0.44,-1.28,-8.28,-4.31,-59.37,8.73
22333,-23,-0.14,-0.86,-0.46,-1.42,-8.41,-4.55,-59.42,8.60
22351,97,-0.19,-0.87,-0.46,-1.83,-8.49,-4.51,-59.45,8.55
22370,15,-0.21,-0.90,-0.45,-2.03,-8.80,-4.36,-59.51,8.56
22388,47,-0.22,-0.90,-0.46,-2.14,-8.86,-4.46,-59.55,8.59
22407,100,-0.21,-0.88,-0.46,-2.04,-8.62,-4.48,-59.55,8.63
22425,76,-0.19,-0.86,-0.46,-1.85,-8.43,-4.49,-59.56,8.68
22444,56,-0.17,-0.86,-0.49,-1.69,-8.43,-4.79,-59.51,8.72
22462,33,-0.15,-0.84,-0.49,-1.45,-8.26,-4.84,-59.40,8.70
22480,-2,-0.14,-0.83,-0.47,-1.40,-8.14,-4.62,-59.28,8.69
22499,-104,-0.14,-0.84,-0.46,-1.39,-8.22,-4.51,-59.17,8.67
22517,-226,-0.14,-0.83,-0.45,-1.39,-8.18,-4.39,-59.10,8.62
22536,-118,-0.16,-0.84,-0.44,-1.55,-8.28,-4.34,-59.06,8.57
22554,79,-0.19,-0.87,-0.45,-1.84,-8.53,-4.40,-59.05,8.56
22573,66,-0.21,-0.90,-0.48,-2.01,-8.85,-4.71,-58.99,8.67
22591,39,-0.25,-0.98,-0.49,-2.46,-9.56,-4.76,-58.89,8.88
22609,79,-0.27,-1.02,-0.48,-2.62,-9.96,-4.71,-58.74,9.15
22628,90,-0.22,-1.03,-0.45,-2.14,-10.14,-4.45,-58.77,9.20
22646,68,-0.19,-1.00,-0.54,-1.85,-9.76,-5.33,-58.85,9.04
22665,26,-0.24,-1.00,-0.54,-2.34,-9.79,-5.30,-58.79,8.93
22683,5,-0.29,-1.04,-0.58,-2.81,-10.20,-5.70,-58.74,8.89
22702,-54,-0.30,-1.07,-0.65,-2.93,-10.45,-6.36,-58.33,9.01
22720,-190,-0.27,-1.04,-0.60,-2.64,-10.24,-5.91,-57.73,9.11
22738,-148,-0.26,-1.00,-0.55,-2.54,-9.83,-5.37,-57.08,9.20
22757,71,-0.23,-0.95,-0.48,-2.26,-9.31,-4.75,-56.25,9.24
22775,75,-0.24,-0.93,-0.44,-2.36,-9.13,-4.32,-55.42,9.31
22794,15,-0.24,-0.89,-0.34,-2.37,-8.68,-3.38,-54.50,9.42
22812,73,-0.21,-0.86,-0.29,-2.09,-8.43,-2.89,-53.74,9.54
22831,72,-0.15,-0.87,-0.30,-1.52,-8.52,-2.96,-52.87,9.72
22849,39,-0.24,-0.91,-0.37,-2.35,-8.87,-3.62,-51.85,9.89
22867,25,-0.18,-0.78,-0.31,-1.75,-7.67,-2.99,-50.75,10.04
22886,9,-0.19,-0.65,-0.21,-1.88,-6.34,-2.05,-49.76,10.42
22904,-45,-0.16,-0.66,-0.13,-1.55,-6.50,-1.32,-49.30,10.80
22923,-184,-0.08,-0.70,-0.17,-0.76,-6.91,-1.67,-49.09,10.96
22942,-189,0.01,-0.71,-0.21,0.14,-6.96,-2.07,-49.03,10.89
22961,37,0.06,-0.68,-0.19,0.62,-6.67,-1.89,-48.97,10.68
22979,86,0.12,-0.63,-0.14,1.19,-6.19,-1.37,-49.10,10.32
22998,2,0.08,-0.62,-0.04,0.82,-6.08,-0.37,-49.68,10.03
23015,63,0.07,-0.60,-0.04,0.66,-5.91,-0.40,-50.63,9.74
23033,85,0.07,-0.64,-0.03,0.67,-6.32,-0.28,-51.82,9.50
23052,53,0.06,-0.69,-0.10,0.59,-6.79,-0.94,-53.30,9.40
23070,51,0.06,-0.76,-0.19,0.57,-7.45,-1.86,-54.68,9.40
23089,43,0.06,-0.81,-0.30,0.64,-7.97,-2.95,-56.01,9.42
23107,-17,0.07,-0.82,-0.37,0.71,-7.99,-3.66,-56.93,9.34
23124,-180,0.00,-0.84,-0.35,0.00,-8.24,-3.40,-57.80,9.27
23143,-220,-0.03,-0.86,-0.37,-0.34,-8.45,-3.62,-58.76,9.20
23162,20,-0.10,-0.91,-0.40,-0.95,-8.94,-3.92,-59.72,9.10
23181,110,-0.14,-0.90,-0.42,-1.40,-8.78,-4.11,-60.37,8.92
23199,2,-0.19,-0.94,-0.41,-1.84,-9.20,-4.03,-60.94,8.62
23217,38,-0.25,-1.00,-0.41,-2.42,-9.82,-4.00,-61.56,8.34
23235,85,-0.32,-1.00,-0.42,-3.12,-9.84,-4.09,-62.35,8.24
23254,62,-0.26,-1.08,-0.53,-2.51,-10.62,-5.20,-63.38,8.09
23273,52,-0.25,-1.10,-0.55,-2.42,-10.81,-5.36,-64.10,7.80
23291,39,-0.24,-1.09,-0.57,-2.40,-10.64,-5.60,-64.56,7.46
23310,-13,-0.21,-1.13,-0.53,-2.07,-11.11,-5.24,-65.08,7.06
23328,-162,-0.24,-1.11,-0.62,-2.33,-10.89,-6.06,-64.97,6.81
23347,-203,-0.19,-1.06,-0.57,-1.87,-10.41,-5.56,-64.59,6.67
23365,-19,-0.16,-0.97,-0.46,-1.59,-9.48,-4.53,-64.13,6.69
23384,53,-0.16,-0.91,-0.37,-1.56,-8.90,-3.63,-63.75,6.79
23402,1,-0.13,-0.88,-0.31,-1.25,-8.60,-3.01,-63.62,6.85
23420,38,-0.09,-0.85,-0.34,-0.87,-8.30,-3.31,-63.65,6.83
23439,65,-0.09,-0.84,-0.38,-0.91,-8.20,-3.72,-63.76,6.78
23457,65,-0.12,-0.84,-0.42,-1.16,-8.19,-4.13,-63.85,6.72
